Type,Subtype,Subset,Filter,Genotype,QQ.Field,QQ,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,FP.gt,FP.al,Subset.Size,Subset.IS_CONF.Size,Subset.Level,TRUTH.TOTAL,TRUTH.TOTAL.ti,TRUTH.TOTAL.tv,TRUTH.TOTAL.het,TRUTH.TOTAL.homalt,TRUTH.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,TRUTH.TP,TRUTH.TP.ti,TRUTH.TP.tv,TRUTH.TP.het,TRUTH.TP.homalt,TRUTH.TP.TiTv_ratio,TRUTH.TP.het_hom_ratio,TRUTH.FN,TRUTH.FN.ti,TRUTH.FN.tv,TRUTH.FN.het,TRUTH.FN.homalt,TRUTH.FN.TiTv_ratio,TRUTH.FN.het_hom_ratio,QUERY.TOTAL,QUERY.TOTAL.ti,QUERY.TOTAL.tv,QUERY.TOTAL.het,QUERY.TOTAL.homalt,QUERY.TOTAL.TiTv_ratio,QUERY.TOTAL.het_hom_ratio,QUERY.TP,QUERY.TP.ti,QUERY.TP.tv,QUERY.TP.het,QUERY.TP.homalt,QUERY.TP.TiTv_ratio,QUERY.TP.het_hom_ratio,QUERY.FP,QUERY.FP.ti,QUERY.FP.tv,QUERY.FP.het,QUERY.FP.homalt,QUERY.FP.TiTv_ratio,QUERY.FP.het_hom_ratio,QUERY.UNK,QUERY.UNK.ti,QUERY.UNK.tv,QUERY.UNK.het,QUERY.UNK.homalt,QUERY.UNK.TiTv_ratio,QUERY.UNK.het_hom_ratio
INDEL,*,30-50,ALL,*,QUAL,*,0.548159,0.775016,0.682648,0.64214,82,249,4409455.000000,467250.000000,0.000000,2118,.,.,1580.000000,538.000000,,2.93680297398,1161,.,.,778.000000,383.000000,,2.03133159269,957,.,.,802.000000,155.000000,,5.17419354839,4818,.,.,2740.000000,2025.000000,,1.35308641975,1185,.,.,778.000000,400.000000,,1.945,344,.,.,195.000000,141.000000,,1.3829787234,3289,.,.,1767.000000,1484.000000,,1.19070080863
INDEL,*,30-50,PASS,*,QUAL,*,0.548159,0.775016,0.682648,0.64214,82,249,4409455.000000,467250.000000,0.000000,2118,.,.,1580.000000,538.000000,,2.93680297398,1161,.,.,778.000000,383.000000,,2.03133159269,957,.,.,802.000000,155.000000,,5.17419354839,4818,.,.,2740.000000,2025.000000,,1.35308641975,1185,.,.,778.000000,400.000000,,1.945,344,.,.,195.000000,141.000000,,1.3829787234,3289,.,.,1767.000000,1484.000000,,1.19070080863
INDEL,*,50-,ALL,*,QUAL,*,0.610461,0.832455,0.881818,0.704381,38,106,32558668.000000,375414.000000,0.000000,1281,.,.,852.000000,429.000000,,1.98601398601,782,.,.,463.000000,319.000000,,1.45141065831,499,.,.,389.000000,110.000000,,3.53636363636,8030,.,.,3931.000000,4027.000000,,0.976160913832,790,.,.,449.000000,328.000000,,1.36890243902,159,.,.,99.000000,56.000000,,1.76785714286,7081,.,.,3383.000000,3643.000000,,0.928630249794
INDEL,*,50-,PASS,*,QUAL,*,0.610461,0.832455,0.881818,0.704381,38,106,32558668.000000,375414.000000,0.000000,1281,.,.,852.000000,429.000000,,1.98601398601,782,.,.,463.000000,319.000000,,1.45141065831,499,.,.,389.000000,110.000000,,3.53636363636,8030,.,.,3931.000000,4027.000000,,0.976160913832,790,.,.,449.000000,328.000000,,1.36890243902,159,.,.,99.000000,56.000000,,1.76785714286,7081,.,.,3383.000000,3643.000000,,0.928630249794
INDEL,*,TS_boundary,ALL,*,QUAL,*,0.562557,0.682529,0.368444,0.616763,89,1231,3143336105.000000,2596627385.000000,0.000000,4380,.,.,3801.000000,579.000000,,6.56476683938,2464,.,.,2015.000000,449.000000,,4.48775055679,1916,.,.,1786.000000,130.000000,,13.7384615385,6788,.,.,4286.000000,2439.000000,,1.75727757278,2926,.,.,2269.000000,641.000000,,3.53978159126,1361,.,.,1026.000000,319.000000,,3.21630094044,2501,.,.,991.000000,1479.000000,,0.670047329277
INDEL,*,TS_boundary,PASS,*,QUAL,*,0.562557,0.682529,0.368444,0.616763,89,1231,3143336105.000000,2596627385.000000,0.000000,4380,.,.,3801.000000,579.000000,,6.56476683938,2464,.,.,2015.000000,449.000000,,4.48775055679,1916,.,.,1786.000000,130.000000,,13.7384615385,6788,.,.,4286.000000,2439.000000,,1.75727757278,2926,.,.,2269.000000,641.000000,,3.53978159126,1361,.,.,1026.000000,319.000000,,3.21630094044,2501,.,.,991.000000,1479.000000,,0.670047329277
INDEL,*,TS_contained,ALL,*,QUAL,*,0.934194,0.972347,0.0,0.952888,7648,15910,2596627385.000000,2596627385.000000,0.000000,935698,.,.,653954.000000,281744.000000,,2.32109290704,874123,.,.,600667.000000,273456.000000,,2.19657641449,61575,.,.,53287.000000,8288.000000,,6.42941602317,891904,.,.,576616.000000,287809.000000,,2.00346757746,867240,.,.,561274.000000,280293.000000,,2.00245457432,24664,.,.,15342.000000,7516.000000,,2.04124534327,0,.,.,0.000000,0.000000,,
INDEL,*,TS_contained,PASS,*,QUAL,*,0.934194,0.972347,0.0,0.952888,7648,15910,2596627385.000000,2596627385.000000,0.000000,935698,.,.,653954.000000,281744.000000,,2.32109290704,874123,.,.,600667.000000,273456.000000,,2.19657641449,61575,.,.,53287.000000,8288.000000,,6.42941602317,891904,.,.,576616.000000,287809.000000,,2.00346757746,867240,.,.,561274.000000,280293.000000,,2.00245457432,24664,.,.,15342.000000,7516.000000,,2.04124534327,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,*,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,3022319832,2596627385.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,*,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,3022319832,2596627385.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,1,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,15845744.000000,12093708.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,1,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,15845744.000000,12093708.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,10-30,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,10945753.000000,2827476.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,10-30,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,10945753.000000,2827476.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,2,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,7332870.000000,4458583.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,2,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,7332870.000000,4458583.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,3-10,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,16954573.000000,7686145.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,3-10,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,16954573.000000,7686145.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,30-50,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,4409455.000000,467250.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,30-50,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,4409455.000000,467250.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,50-,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,32558668.000000,375414.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,50-,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,32558668.000000,375414.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,TS_boundary,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,3143336105.000000,2596627385.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,TS_boundary,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,3143336105.000000,2596627385.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,TS_contained,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,2596627385.000000,2596627385.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C16_PLUS,TS_contained,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,2596627385.000000,2596627385.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C1_5,*,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,3022319832,2596627385.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C1_5,*,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,3022319832,2596627385.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C1_5,1,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,15845744.000000,12093708.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C1_5,1,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,15845744.000000,12093708.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C1_5,10-30,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,10945753.000000,2827476.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C1_5,10-30,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,10945753.000000,2827476.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C1_5,2,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,7332870.000000,4458583.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C1_5,2,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,7332870.000000,4458583.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C1_5,3-10,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,16954573.000000,7686145.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C1_5,3-10,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,16954573.000000,7686145.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C1_5,30-50,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,4409455.000000,467250.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C1_5,30-50,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,4409455.000000,467250.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C1_5,50-,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,32558668.000000,375414.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C1_5,50-,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,32558668.000000,375414.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C1_5,TS_boundary,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,3143336105.000000,2596627385.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C1_5,TS_boundary,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,3143336105.000000,2596627385.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C1_5,TS_contained,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,2596627385.000000,2596627385.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C1_5,TS_contained,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,2596627385.000000,2596627385.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C6_15,*,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,3022319832,2596627385.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C6_15,*,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,3022319832,2596627385.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C6_15,1,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,15845744.000000,12093708.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C6_15,1,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,15845744.000000,12093708.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
INDEL,C6_15,10-30,ALL,*,QUAL,*,0.0,0.0,0.0,,0,0,10945753.000000,2827476.000000,0.000000,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,,0,.,.,0.000000,0.000000,,
